Loan ID,Loan Title,Loan Purpose,Amount Requested,Interest Rate,APR,Loan Length,Amount Funded,Number of Lenders,Expiration Date,Status,Application Date,CREDIT Rating,Home Ownership,Monthly Income,Debt-To-Income Ratio,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Loan Description,Location,Education,Employment Length
"976145","Debt Consolidation & Education","debt_consolidation","18000.00","10.65%","13.49%","36 months","10100.00","73","2011-10-17","In-Funding","2011-10-03","B2","RENT","6875.00","8.1%","714-749","2001-08-26","13","17","16161","36.4%","0","0","0","0","","0","","","New York, NY","","3 years"
"973629","No More CC Debt!","credit_card","5500.00","7.90%","9.98%","36 months","2075.00","17","2011-10-17","In-Funding","2011-10-03","A4","RENT","2100.00","25.48%","714-749","2001-04-26","5","18","5845","89.9%","0","0","0","0","70","0","","","Saint Louis, MO","","1 year"
"882784","Other Loan","other","11500.00","6.03%","6.78%","36 months","4425.00","21","2011-10-17","In-Funding","2011-10-03","A1","OWN","5000.00","7.26%","780+","1999-04-20","7","24","1923","7.2%","0","0","0","0","","0","","  Borrower added on 10/03/11 > To pay off a loan with a higher interest rate.<br/>","Rosamond, CA","","10+ years"
"976952","MyCredit","credit_card","18000.00","18.25%","20.68%","60 months","14375.00","38","2011-10-18","In-Funding","2011-10-04","D5","RENT","5000.00","23%","679-713","1999-10-07","10","20","17976","92.7%","0","0","0","0","","0","","","Woodland Hills, CA","","9 years"
"977264","CreditCard Consolidation","debt_consolidation","8400.00","9.91%","12.74%","36 months","925.00","22","2011-10-18","In-Funding","2011-10-04","B1","RENT","3083.33","24.62%","679-713","2001-10-26","9","15","8822","63.5%","0","0","0","0","","0","","","Ontario, CA","","7 years"
"977307","BILLS","debt_consolidation","3500.00","18.25%","21.99%","36 months","2300.00","53","2011-10-18","In-Funding","2011-10-04","D5","RENT","4003.00","18.91%","660-678","2001-02-28","5","24","764","95.5%","3","0","0","0","79","0","","","CHAPARRAL, NM","","n/a"
"977335","Hedgehog","debt_consolidation","8575.00","6.62%","7.99%","36 months","425.00","14","2011-10-18","In-Funding","2011-10-04","A2","MORTGAGE","2000.00","17.8%","714-749","1982-11-05","10","18","23306","51.2%","0","0","0","0","","0","","","Hesperia, CA","","n/a"
"977665","Chicago to Minnesota","moving","1000.00","15.96%","19.65%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C5","RENT","1500.00","14.13%","714-749","2007-01-28","4","5","0","%","1","0","0","0","","0","","","McHenry, IL","","1 year"
"977744","Car Repairs","other","6000.00","10.65%","13.49%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B2","MORTGAGE","10416.67","0.84%","679-713","1998-11-11","9","25","3062","22.2%","0","0","0","1","19","0","","","draper, UT","","10+ years"
"886066","Debt Consolidation Loan","debt_consolidation","30000.00","19.42%","21.88%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","E3","RENT","10416.67","18.12%","679-713","1995-12-08","6","11","4470","77.1%","1","0","0","0","","1","118","","Columbia , MD","","6 years"
"974428","Debt Consolidation","debt_consolidation","7000.00","9.91%","12.74%","36 months","5725.00","82","2011-10-16","In-Funding","2011-10-02","B1","OWN","3983.33","2.13%","780+","1971-01-05","5","11","3145","27.3%","6","0","0","0","","0","","","El Cajon, CA","","n/a"
"974837","Loan","house","12000.00","7.90%","9.98%","36 months","5575.00","29","2011-10-16","In-Funding","2011-10-02","A4","RENT","5000.00","4.06%","714-749","2002-02-21","4","13","13221","68.5%","0","0","0","0","","0","","","San Leandro, CA","","9 years"
"890730","Consolidation","debt_consolidation","20000.00","9.91%","12.74%","36 months","8050.00","46","2011-10-17","In-Funding","2011-10-03","B1","RENT","4500.00","12.04%","714-749","2000-09-17","17","37","9750","34.2%","4","0","0","0","","0","","","Sunnyvale , CA","","2 years"
"976194","Consolidation","debt_consolidation","12000.00","19.42%","21.88%","60 months","10900.00","50","2011-10-17","In-Funding","2011-10-03","E3","RENT","8583.33","10.57%","660-678","1995-12-26","7","22","6133","33.7%","1","0","0","4","9","0","","  Borrower added on 10/03/11 > This is a debt consolidation loan. I've been happily employed by a Financial Services company for the past 6 years. Thanks for taking a look!<br/> Borrower added on 10/03/11 > This is a debt consolidation loan. I've been happily employed by a large financial services company for the past 5 years.<br/>","Boston, MA","","6 years"
"973415","Debt Consolidation Loan","debt_consolidation","23850.00","19.03%","21.48%","60 months","10400.00","37","2011-10-17","In-Funding","2011-10-03","E2","RENT","4325.00","21.23%","679-713","1990-01-26","3","15","20158","84%","0","0","0","0","","0","","","MIDDLETOWN, CT","","10+ years"
"976629","Enough is Enough","debt_consolidation","19075.00","13.49%","15.81%","60 months","16575.00","46","2011-10-17","In-Funding","2011-10-03","C1","MORTGAGE","6898.00","14.08%","714-749","1990-11-22","11","48","41170","50%","1","0","0","0","47","0","","","Alta Loma, CA","","10+ years"
"976164","Debt Removal","debt_consolidation","21250.00","24.11%","26.69%","60 months","11625.00","44","2011-10-18","In-Funding","2011-10-04","G5","RENT","6666.67","22.59%","660-678","2003-10-16","15","24","16687","98.2%","0","0","0","0","","0","","","Brooklyn, NY","","5 years"
"974970","Consolidation ","debt_consolidation","12000.00","7.51%","9.59%","36 months","4225.00","18","2011-10-18","In-Funding","2011-10-04","A3","MORTGAGE","6833.33","14.36%","714-749","1996-10-21","13","34","11051","30.1%","1","0","0","0","","0","","  Borrower added on 10/04/11 > Consolidate credit cards<br/>","Amanda, OH","","10+ years"
"977018","Real Estate Rehabbing Funds","small_business","24250.00","12.69%","14.99%","60 months","925.00","14","2011-10-18","In-Funding","2011-10-04","B5","MORTGAGE","2583.33","16.1%","714-749","1993-06-10","7","16","14428","35.4%","2","0","0","0","","0","","","surfside beach, SC","","6 years"
"875393","Debt Loan","credit_card","20000.00","10.65%","12.90%","60 months","825.00","14","2011-10-18","In-Funding","2011-10-04","B2","MORTGAGE","5750.00","16.35%","750-779","1985-03-28","20","50","21624","18.6%","0","0","0","0","33","0","","","Saugus, CA","","4 years"
"977589","home improvement","home_improvement","3600.00","7.90%","9.98%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A4","RENT","3166.67","15.09%","714-749","2002-10-21","11","22","7142","42.3%","3","0","0","0","","0","","","arcadia, CA","","< 1 year"
"977766","Personal","other","16000.00","9.91%","12.15%","60 months","75.00","1","2011-10-18","In-Funding","2011-10-04","B1","MORTGAGE","5416.67","5.69%","750-779","2000-04-04","7","12","3658","19.8%","1","0","0","0","","0","","  Borrower added on 10/04/11 > I am asking for money to help out a family member.<br/>","Loma, CO","","6 years"
"977830","vacation","vacation","10000.00","15.27%","18.95%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","C4","RENT","1800.00","8.39%","660-678","2001-10-26","8","15","2581","71.7%","2","0","0","0","43","1","101","","oakland, CA","","5 years"
"977857","Freedom","debt_consolidation","16000.00","6.03%","6.78%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A1","RENT","10833.33","12.16%","750-779","1987-12-09","21","31","5775","6.9%","0","0","0","0","","0","","","FPO AP, TX","","10+ years"
"968920","Credit card refi","credit_card","35000.00","11.71%","13.99%","60 months","28175.00","142","2011-10-11","In-Funding","2011-09-27","B3","MORTGAGE","8500.00","10.99%","714-749","1999-08-31","9","36","98989","36.6%","0","0","0","0","","0","","","Ben Lomond, CA","","10+ years"
"970672","Personal Debt consolidation loan","debt_consolidation","35000.00","14.27%","16.60%","60 months","32475.00","219","2011-10-12","In-Funding","2011-09-28","C2","RENT","10833.33","9.6%","714-749","1998-07-08","11","28","31712","46.6%","1","0","0","0","","0","","","Torrance, CA","","10+ years"
"971925","credit card payoff","credit_card","12000.00","6.03%","6.78%","36 months","7525.00","78","2011-10-13","In-Funding","2011-09-29","A1","RENT","3750.00","11.55%","750-779","1991-09-14","8","14","21558","35.7%","0","0","0","0","","0","","  Borrower added on 09/30/11 > I always pay my bills on time.<br/>","camarillo, CA","","10+ years"
"972573","Buying Cafe","small_business","12000.00","6.62%","7.99%","36 months","5875.00","40","2011-10-14","In-Funding","2011-09-30","A2","MORTGAGE","12500.00","4.38%","750-779","2001-11-21","14","45","6590","14.2%","2","0","0","0","","0","","","Belleville, IL","","3 years"
"972687","Debt Consolidation Loan","debt_consolidation","26500.00","19.42%","21.88%","60 months","14175.00","116","2011-10-14","In-Funding","2011-09-30","E3","OWN","5000.00","17.56%","679-713","1992-07-11","9","19","38841","65.7%","2","0","0","0","","0","","","San Leandro, CA","","10+ years"
"974952","home improvement","other","3000.00","7.90%","9.98%","36 months","1650.00","33","2011-10-17","In-Funding","2011-10-03","A4","MORTGAGE","7250.00","18.03%","714-749","1999-08-07","12","25","42383","53.1%","0","0","0","0","","0","","","bronxville, NY","","10+ years"
"975109","gold road","credit_card","14400.00","20.30%","22.78%","60 months","10350.00","46","2011-10-17","In-Funding","2011-10-03","E5","MORTGAGE","4500.00","13.13%","660-678","2003-06-17","21","33","11356","42.1%","1","0","0","0","41","0","","","scottsdale, AZ","","n/a"
"976168","Wedding day","wedding","21000.00","18.25%","20.68%","60 months","15275.00","59","2011-10-17","In-Funding","2011-10-03","D5","MORTGAGE","6250.00","14.24%","679-713","2003-10-15","13","17","14730","65.5%","2","0","0","0","64","0","","  Borrower added on 10/04/11 > Consolidate debt<br/>","Kansas City, MO","","4 years"
"976282","Consolidation Loan","credit_card","8000.00","7.51%","9.59%","36 months","3450.00","32","2011-10-17","In-Funding","2011-10-03","A3","RENT","4375.00","4.53%","750-779","2000-12-29","5","22","3053","23.5%","2","0","0","0","","0","","  Borrower added on 10/04/11 > I am a full-time federal government employee and have never had a late payment or any negative credit history. I had a previous Lending Club loan in which I fully paid as agreed. <br/><br/>I plan to use the funds to consolidate outstanding debt with a better interest rate.<br/>","Sacramento, CA","","2 years"
"874565","Debt Consolidation Loan","debt_consolidation","12000.00","12.69%","15.56%","36 months","6550.00","60","2011-10-17","In-Funding","2011-10-03","B5","RENT","5333.33","13.46%","679-713","2004-12-11","5","6","5276","21.2%","1","0","0","0","","0","","","Oakland, CA","","3 years"
"977431","Debt Loan","debt_consolidation","18000.00","12.69%","15.56%","36 months","1775.00","32","2011-10-18","In-Funding","2011-10-04","B5","MORTGAGE","7083.33","14.33%","679-713","2000-07-03","7","30","15732","66.9%","2","0","0","0","50","0","","","Milwaukee, WI","","3 years"
"977329","VACATION","other","3000.00","13.49%","17.13%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C1","RENT","6666.00","18.23%","660-678","2003-10-16","20","35","16617","32.6%","2","0","0","0","","0","","  Borrower added on 10/04/11 > GOING ON VACATION. NEVER LATE PAYING=Y BILLS AND JOB IS VERY SECURED<br/>null","THIBODAUX, LA","","4 years"
"977594","Personal Loan","major_purchase","30000.00","7.51%","9.59%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A3","RENT","7083.33","5.15%","750-779","2006-03-04","6","9","802","0.9%","0","0","0","0","","0","","","columbia, MD","","4 years"
"977526","Wedding Expenses","wedding","6500.00","13.49%","17.13%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C1","RENT","3500.00","13.43%","679-713","2007-10-25","4","7","3033","46.7%","3","0","0","0","","0","","  Borrower added on 10/04/11 > This loan will be used to pay the remaining balance for the wedding reception.<br/>","St. Louis, MO","","2 years"
"976240","Pay Things Off","debt_consolidation","10000.00","7.51%","9.59%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A3","RENT","8333.33","10.2%","714-749","1999-11-06","6","29","5134","59%","1","0","0","0","","0","","","Spokane, WA","","5 years"
"978042","Business Loan -rentals","other","10000.00","14.27%","16.60%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C2","MORTGAGE","6375.00","12.61%","679-713","1993-08-09","11","49","3040","39.5%","0","0","0","2","11","0","","","IRWIN, PA","","1 year"
"968585","Debt Consolidation Loan","debt_consolidation","35000.00","18.25%","20.68%","60 months","22125.00","214","2011-10-11","In-Funding","2011-09-27","D5","MORTGAGE","10291.67","22.89%","714-749","1995-12-20","8","32","36199","92.1%","1","0","0","0","","0","","  Borrower added on 09/28/11 > I made some difficult choices when selling a house I had in 2008 that caused a larger than desired debt load.  Hoping to restructure some debt and pay that down in a systematic way.<br/>","New Ipswich, NH","","1 year"
"972565","Home Improvement","home_improvement","28000.00","12.69%","14.99%","60 months","25275.00","87","2011-10-14","In-Funding","2011-09-30","B5","MORTGAGE","9583.33","6.66%","714-749","2004-05-09","6","8","6611","34.3%","0","0","0","0","","0","","  Borrower added on 09/30/11 > I am requesting this loan for major improvements to my very large back yard. The funds will be used for a patio, retaining wall, &amp; landscaping installation.<br/>","Antioch, CA","","4 years"
"879826","Personal","debt_consolidation","35000.00","14.65%","16.99%","60 months","25525.00","100","2011-10-14","In-Funding","2011-09-30","C3","MORTGAGE","9166.67","12.46%","750-779","1999-10-14","14","37","10419","20.7%","5","0","0","0","","0","","","Imperial, CA","","10+ years"
